ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA_lid_9,PF17871.4,1e-31,1.5e-34,4.3e-31,1,103,369,471,369,473,0.97
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,ClpB_D2-small,PF10431.12,2.1e-25,4.1e-28,1.1e-24,1,80,742,821,742,822,0.98
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA,PF00004.32,1.9e-23,7.1e-16,2e-12,2,125,231,361,230,367,0.79
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA,PF00004.32,1.9e-23,3.1e-11,8.7e-08,2,111,568,686,567,693,0.82
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,Clp_N,PF02861.23,1.3e-17,6.6e-14,1.9e-10,2,50,18,65,17,66,0.94
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,Clp_N,PF02861.23,1.3e-17,2.6e-07,0.00073,1,50,95,144,95,147,0.91
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA_5,PF07728.17,4.7e-17,4e-07,0.0011,3,76,231,309,229,312,0.79
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA_5,PF07728.17,4.7e-17,4.1,1.1e+04,22,64,355,397,342,401,0.71
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,AAA_5,PF07728.17,4.7e-17,1.4e-13,4e-10,2,128,567,692,566,696,0.80
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,Sigma54_activat,PF00158.29,1.2e-13,1.1e-06,0.003,5,105,212,310,208,342,0.84
WP_004920641.1,NC_020125.1,ATP-dependent Clp protease ATP-binding subunit,440217,442724,-,Sigma54_activat,PF00158.29,1.2e-13,4.9e-11,1.4e-07,2,130,537,674,536,692,0.79
WP_004920635.1,NC_020125.1,glycosyltransferase,443080,444183,+,Glycos_transf_1,PF00534.23,1.2e-18,2.5e-22,2.5e-18,12,168,181,340,172,343,0.92
WP_004920635.1,NC_020125.1,glycosyltransferase,443080,444183,+,Glyco_trans_1_4,PF13692.9,5.1e-13,7.7e-17,7.5e-13,2,134,185,327,184,328,0.85
WP_004920632.1,NC_020125.1,ribose 5-phosphate isomerase B,444268,444699,+,LacAB_rpiB,PF02502.21,5.3e-56,3e-60,5.9e-56,1,139,4,140,4,140,0.99
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,RNB,PF00773.22,1.5e-104,5.1e-108,2.5e-104,1,322,262,590,262,591,0.93
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,CSD2,PF17876.4,2e-34,1e-07,0.00049,9,54,105,149,102,155,0.88
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,CSD2,PF17876.4,2e-34,2.2e-31,1.1e-27,1,74,166,240,166,240,0.98
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,OB_RNB,PF08206.14,2.9e-19,3.3e-11,1.6e-07,1,55,88,141,88,144,0.84
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,OB_RNB,PF08206.14,2.9e-19,2.2e-14,1.1e-10,7,58,161,215,154,215,0.91
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,OB_RNB,PF08206.14,2.9e-19,1.3,6.6e+03,35,44,694,703,694,705,0.85
WP_004920628.1,NC_020125.1,ribonuclease R,444765,446930,+,OB_Dis3,PF17849.4,8.4e-11,3.4e-14,1.7e-10,13,77,166,234,160,234,0.88
WP_004920624.1,NC_020125.1,helix-turn-helix transcriptional regulator,447425,448183,-,GerE,PF00196.22,1.9e-17,1.9e-21,3.8e-17,3,57,192,246,190,246,0.97
WP_004920621.1,NC_020125.1,DUF3887 domain-containing protein,448308,448685,+,DUF3887,PF13026.9,2.7e-15,1.8e-19,3.6e-15,2,91,28,112,27,112,0.91
WP_004920618.1,NC_020125.1,outer membrane beta-barrel protein,448713,450794,+,OMP_b-brl_3,PF14905.9,1.5e-30,0.0012,24,214,327,167,285,163,306,0.67
WP_004920618.1,NC_020125.1,outer membrane beta-barrel protein,448713,450794,+,OMP_b-brl_3,PF14905.9,1.5e-30,7.6e-35,1.5e-30,25,407,307,668,286,669,0.79
WP_015345373.1,NC_020125.1,3-oxoacyl-[acyl-carrier-protein] reductase,451003,451746,-,adh_short_C2,PF13561.9,1.3e-76,2.3e-80,1.5e-76,1,233,13,245,13,246,0.94
WP_015345373.1,NC_020125.1,3-oxoacyl-[acyl-carrier-protein] reductase,451003,451746,-,adh_short,PF00106.28,6.6e-62,1.2e-65,7.8e-62,1,193,7,199,7,201,0.98
WP_015345373.1,NC_020125.1,3-oxoacyl-[acyl-carrier-protein] reductase,451003,451746,-,KR,PF08659.13,1e-18,2.1e-22,1.4e-18,3,154,9,160,7,182,0.90
WP_004920612.1,NC_020125.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,451795,452469,-,TP_methylase,PF00590.23,1.5e-28,8.4e-33,1.7e-28,2,212,5,203,4,204,0.91
WP_004920607.1,NC_020125.1,thymidine kinase,453380,453967,+,TK,PF00265.21,4.1e-48,2.4e-52,4.7e-48,1,176,14,185,14,186,0.97
WP_004920603.1,NC_020125.1,bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase,453974,456418,+,Ala_racemase_N,PF01168.23,1e-49,2.5e-53,1.7e-49,1,218,456,676,456,677,0.95
WP_004920603.1,NC_020125.1,bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase,453974,456418,+,Ala_racemase_C,PF00842.24,3.6e-42,1e-45,6.7e-42,1,125,688,811,688,811,0.97
WP_004920603.1,NC_020125.1,bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase,453974,456418,+,Mur_ligase_M,PF08245.15,1.1e-26,5.2e-30,3.4e-26,1,199,109,292,109,293,0.92
WP_004920603.1,NC_020125.1,bifunctional UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase/alanine racemase,453974,456418,+,Mur_ligase_M,PF08245.15,1.1e-26,1.1,7.4e+03,127,171,371,415,354,427,0.58
WP_004920602.1,NC_020125.1,ABC transporter ATP-binding protein,456673,458325,+,ABC_tran,PF00005.30,6.3e-17,5.7e-21,1.1e-16,1,136,352,498,352,499,0.87
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,HlyD_3,PF13437.9,2.1e-13,2.9e-06,0.029,2,34,59,91,58,169,0.80
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,HlyD_3,PF13437.9,2.1e-13,0.27,2.7e+03,44,72,216,243,202,273,0.59
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,HlyD_3,PF13437.9,2.1e-13,9.3e-12,9.1e-08,2,90,277,376,276,392,0.79
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,Biotin_lipoyl_2,PF13533.9,5.2e-11,6.1e-14,6e-10,3,35,57,89,53,95,0.92
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,Biotin_lipoyl_2,PF13533.9,5.2e-11,0.4,4e+03,13,23,265,275,259,275,0.72
WP_004920599.1,NC_020125.1,HlyD family efflux transporter periplasmic adaptor subunit,458336,459640,+,Biotin_lipoyl_2,PF13533.9,5.2e-11,0.24,2.4e+03,7,17,279,289,277,314,0.81
WP_004920595.1,NC_020125.1,TolC family protein,459621,461027,+,OEP,PF02321.21,1.2e-41,2e-25,4e-21,5,187,35,247,31,248,0.96
WP_004920595.1,NC_020125.1,TolC family protein,459621,461027,+,OEP,PF02321.21,1.2e-41,5.2e-23,1e-18,26,183,303,457,279,460,0.93
WP_004920592.1,NC_020125.1,MBL fold metallo-hydrolase,461044,461682,+,Lactamase_B,PF00753.30,3.1e-26,2e-30,4e-26,4,197,12,195,10,195,0.91
WP_004920589.1,NC_020125.1,UDP-N-acetylmuramate dehydrogenase,461750,462769,+,MurB_C,PF02873.19,1.7e-31,2.6e-35,2.5e-31,1,115,215,339,215,339,0.95
WP_004920589.1,NC_020125.1,UDP-N-acetylmuramate dehydrogenase,461750,462769,+,FAD_binding_4,PF01565.26,1.1e-19,3.7e-23,3.7e-19,3,130,23,145,21,154,0.87
WP_004920589.1,NC_020125.1,UDP-N-acetylmuramate dehydrogenase,461750,462769,+,FAD_binding_4,PF01565.26,1.1e-19,0.22,2.2e+03,101,134,274,307,259,309,0.67
WP_004920582.1,NC_020125.1,50S ribosomal protein L21,463750,464376,+,Ribosomal_L21p,PF00829.24,1.6e-36,1.5e-40,2.9e-36,1,100,1,100,1,100,0.97
WP_004920580.1,NC_020125.1,50S ribosomal protein L27,464411,464668,+,Ribosomal_L27,PF01016.22,3.8e-38,2.1e-42,4.2e-38,1,79,2,81,2,81,0.97
WP_004920573.1,NC_020125.1,thioredoxin family protein,465395,465952,-,Redoxin,PF08534.13,1.3e-19,1.5e-23,1.5e-19,3,138,12,146,10,157,0.93
WP_004920573.1,NC_020125.1,thioredoxin family protein,465395,465952,-,AhpC-TSA,PF00578.24,3.7e-19,5.4e-23,5.3e-19,2,123,12,137,11,138,0.91
WP_004920572.1,NC_020125.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,465954,466862,-,IPPT,PF01715.20,1.3e-74,7.6e-79,1.5e-74,1,241,38,276,38,277,0.98
WP_004920568.1,NC_020125.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,466887,468194,-,EPSP_synthase,PF00275.23,1.1e-60,6.6e-65,1.3e-60,2,413,8,422,7,425,0.89
WP_004920566.1,NC_020125.1,DUF4290 domain-containing protein,468194,468847,-,DUF4290,PF14123.9,7.5e-70,5.3e-74,1e-69,1,171,1,171,1,173,0.99
WP_004920563.1,NC_020125.1,response regulator transcription factor,469008,469694,-,Response_reg,PF00072.27,2.3e-27,5.4e-31,5.3e-27,1,111,5,114,5,115,0.98
WP_004920563.1,NC_020125.1,response regulator transcription factor,469008,469694,-,Response_reg,PF00072.27,2.3e-27,0.52,5.1e+03,45,48,196,199,159,217,0.60
WP_004920563.1,NC_020125.1,response regulator transcription factor,469008,469694,-,Trans_reg_C,PF00486.31,1.1e-16,0.7,6.8e+03,16,43,109,136,108,147,0.61
WP_004920563.1,NC_020125.1,response regulator transcription factor,469008,469694,-,Trans_reg_C,PF00486.31,1.1e-16,2.5e-20,2.4e-16,2,77,151,224,150,224,0.96
WP_014615084.1,NC_020125.1,HAMP domain-containing sensor histidine kinase,469713,471221,-,HATPase_c,PF02518.29,5e-23,1.2e-26,1.2e-22,2,109,392,500,391,501,0.95
WP_014615084.1,NC_020125.1,HAMP domain-containing sensor histidine kinase,469713,471221,-,HisKA,PF00512.28,7.6e-11,3.1e-14,3.1e-10,2,66,278,344,277,345,0.92
WP_014615084.1,NC_020125.1,HAMP domain-containing sensor histidine kinase,469713,471221,-,HisKA,PF00512.28,7.6e-11,0.37,3.7e+03,36,56,355,380,349,384,0.62
WP_004920554.1,NC_020125.1,M1 family metallopeptidase,471861,473723,+,Peptidase_M1,PF01433.23,1.4e-15,1.5e-19,2.9e-15,61,218,348,504,302,504,0.89
WP_004920552.1,NC_020125.1,type III pantothenate kinase,473751,474512,+,Pan_kinase,PF03309.17,9.7e-49,5.8e-53,1.1e-48,2,207,4,205,3,205,0.95
WP_004920546.1,NC_020125.1,Fe-S cluster assembly protein SufD,475074,476357,-,SUFBD,PF01458.20,5.2e-76,6.6e-80,6.5e-76,2,218,172,396,171,396,0.99
WP_004920546.1,NC_020125.1,Fe-S cluster assembly protein SufD,475074,476357,-,SufBD_N,PF19295.2,9.3e-19,3.3e-22,3.2e-18,16,172,5,159,2,159,0.89
WP_004920546.1,NC_020125.1,Fe-S cluster assembly protein SufD,475074,476357,-,SufBD_N,PF19295.2,9.3e-19,0.41,4e+03,80,96,363,379,323,403,0.64
WP_004920541.1,NC_020125.1,Fe-S cluster assembly ATPase SufC,476473,477213,-,ABC_tran,PF00005.30,1.5e-25,9.7e-30,1.9e-25,1,135,18,173,18,175,0.91
WP_004920540.1,NC_020125.1,heme-binding protein,477245,477718,-,HbpS-like,PF03928.17,7.7e-29,4.5e-33,8.9e-29,1,120,23,149,23,149,0.94
WP_004920539.1,NC_020125.1,hydroxyisourate hydrolase,477789,478196,-,Transthyretin,PF00576.24,1.4e-37,8.1e-42,1.6e-37,1,110,25,134,25,134,0.94
WP_015345377.1,NC_020125.1,copper resistance protein NlpE,478247,478984,-,NlpE,PF04170.15,5.6e-23,6e-27,1.2e-22,1,85,48,132,48,133,0.93
WP_004920525.1,NC_020125.1,substrate-binding domain-containing protein,479385,480251,-,SBP_bac_11,PF13531.9,1.8e-26,1.1e-30,2.1e-26,1,229,23,246,23,247,0.94
WP_004920521.1,NC_020125.1,Fe-S cluster assembly protein SufB,480328,481773,-,SUFBD,PF01458.20,3.2e-67,4.5e-71,4.4e-67,2,218,220,452,219,452,0.97
WP_004920521.1,NC_020125.1,Fe-S cluster assembly protein SufB,480328,481773,-,SufBD_N,PF19295.2,2.4e-12,0.31,3e+03,19,57,45,83,38,87,0.84
WP_004920521.1,NC_020125.1,Fe-S cluster assembly protein SufB,480328,481773,-,SufBD_N,PF19295.2,2.4e-12,2.6e-15,2.5e-11,93,166,129,203,120,208,0.85
WP_004920521.1,NC_020125.1,Fe-S cluster assembly protein SufB,480328,481773,-,SufBD_N,PF19295.2,2.4e-12,0.1,9.9e+02,69,103,421,456,412,475,0.67
WP_004920519.1,NC_020125.1,four helix bundle protein,481873,482289,-,23S_rRNA_IVP,PF05635.14,1.8e-30,1.2e-34,2.4e-30,1,105,17,121,17,122,0.98
WP_004920516.1,NC_020125.1,iron-sulfur cluster assembly accessory protein,482346,482675,-,Fe-S_biosyn,PF01521.23,2.8e-18,1.6e-22,3.2e-18,3,111,2,105,1,105,0.97
WP_004920511.1,NC_020125.1,translation elongation factor 4,482875,484671,-,GTP_EFTU,PF00009.30,1.5e-55,3.7e-59,2.4e-55,1,194,2,180,2,181,0.94
WP_004920511.1,NC_020125.1,translation elongation factor 4,482875,484671,-,LepA_C,PF06421.15,3.3e-50,8.8e-54,5.7e-50,1,107,489,595,489,595,0.99
WP_004920511.1,NC_020125.1,translation elongation factor 4,482875,484671,-,EFG_C,PF00679.27,8.6e-20,3.8e-23,2.5e-19,2,88,400,487,399,488,0.96
WP_004920509.1,NC_020125.1,ElyC/SanA/YdcF family protein,484751,485392,-,DUF218,PF02698.20,2.3e-21,1.5e-25,3e-21,4,129,52,189,49,190,0.82
WP_004920506.1,NC_020125.1,lipoprotein signal peptidase,485397,486035,-,Peptidase_A8,PF01252.21,8.7e-32,9e-36,1.8e-31,2,138,8,200,7,202,0.87
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,tRNA-synt_1,PF00133.25,1.2e-161,1.8e-164,8.7e-161,2,601,19,723,18,724,0.89
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,DUF5915,PF19302.2,5.5e-49,1.1,5.3e+03,91,126,512,550,508,551,0.75
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,DUF5915,PF19302.2,5.5e-49,1.7e-52,8.6e-49,2,194,940,1131,939,1132,0.93
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,Anticodon_1,PF08264.16,6.1e-32,0.29,1.4e+03,36,59,283,306,263,316,0.78
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,Anticodon_1,PF08264.16,6.1e-32,4.3e-35,2.1e-31,1,151,769,922,769,923,0.91
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,tRNA-synt_1g,PF09334.14,1.2e-16,1.3e-09,6.5e-06,10,78,51,120,47,199,0.76
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,tRNA-synt_1g,PF09334.14,1.2e-16,2.6e-06,0.013,167,239,456,529,428,539,0.83
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,tRNA-synt_1g,PF09334.14,1.2e-16,7.2e-09,3.5e-05,308,371,664,728,598,744,0.74
WP_004920498.1,NC_020125.1,isoleucine--tRNA ligase,486528,489926,-,tRNA-synt_1g,PF09334.14,1.2e-16,0.34,1.7e+03,190,228,778,813,765,828,0.69
WP_004920496.1,NC_020125.1,pyridoxal phosphate-dependent aminotransferase,490181,491377,-,Aminotran_1_2,PF00155.24,7.7e-51,4.4e-55,8.7e-51,2,361,32,386,31,388,0.89
WP_013446994.1,NC_020125.1,outer membrane beta-barrel family protein,491543,493699,+,OMP_b-brl_3,PF14905.9,1.5e-87,0.006,1.2e+02,219,332,169,289,159,291,0.70
WP_013446994.1,NC_020125.1,outer membrane beta-barrel family protein,491543,493699,+,OMP_b-brl_3,PF14905.9,1.5e-87,7.8e-92,1.5e-87,2,408,292,694,291,694,0.90
WP_004920491.1,NC_020125.1,DUF6080 domain-containing protein,495335,496609,+,DUF6080,PF19558.2,1.9e-73,5.7e-46,1.1e-41,40,252,38,263,12,265,0.89
WP_004920491.1,NC_020125.1,DUF6080 domain-containing protein,495335,496609,+,DUF6080,PF19558.2,1.9e-73,3.1e-36,6e-32,304,446,266,415,263,416,0.91
WP_004920486.1,NC_020125.1,Fic/DOC family N-terminal domain-containing protein,496804,497919,+,Fic_N,PF13784.9,1e-21,4.9e-25,4.8e-21,2,79,28,109,27,112,0.94
WP_004920486.1,NC_020125.1,Fic/DOC family N-terminal domain-containing protein,496804,497919,+,Fic_N,PF13784.9,1e-21,0.38,3.7e+03,26,39,216,229,214,260,0.83
WP_004920486.1,NC_020125.1,Fic/DOC family N-terminal domain-containing protein,496804,497919,+,Fic,PF02661.21,9.4e-20,2.6e-23,2.5e-19,1,97,119,222,119,222,0.91
WP_004920486.1,NC_020125.1,Fic/DOC family N-terminal domain-containing protein,496804,497919,+,Fic,PF02661.21,9.4e-20,1.6,1.6e+04,51,57,258,264,238,288,0.54
WP_004920485.1,NC_020125.1,outer membrane beta-barrel protein,498212,500413,-,OMP_b-brl_3,PF14905.9,4.1e-18,0.21,4.1e+03,269,347,216,296,158,305,0.55
WP_004920485.1,NC_020125.1,outer membrane beta-barrel protein,498212,500413,-,OMP_b-brl_3,PF14905.9,4.1e-18,0.025,4.9e+02,225,303,275,353,267,373,0.39
WP_004920485.1,NC_020125.1,outer membrane beta-barrel protein,498212,500413,-,OMP_b-brl_3,PF14905.9,4.1e-18,2.1e-22,4.1e-18,10,368,336,669,328,709,0.80
WP_004920483.1,NC_020125.1,heavy metal-associated domain-containing protein,500531,500815,+,HMA,PF00403.29,4.6e-13,3e-17,6e-13,3,61,11,66,9,67,0.97
WP_004920479.1,NC_020125.1,aminotransferase class IV,501045,501638,-,Aminotran_4,PF01063.22,9.1e-16,7e-19,1.4e-14,3,214,5,182,3,189,0.83
WP_004920475.1,NC_020125.1,aminodeoxychorismate synthase component I,501622,502599,-,Chorismate_bind,PF00425.21,1.6e-59,9.5e-64,1.9e-59,2,256,75,319,74,319,0.92
WP_004920469.1,NC_020125.1,AI-2E family transporter,503407,504528,+,AI-2E_transport,PF01594.19,4.7e-38,2.8e-42,5.6e-38,2,326,21,336,19,337,0.94
WP_004920464.1,NC_020125.1,DUF3820 family protein,504518,504736,+,QSregVF_b,PF12843.10,4.2e-29,2.3e-33,4.6e-29,1,66,2,68,2,68,0.97
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,3,4.5e+03,11,33,37,59,36,60,0.72
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,0.039,58,10,27,70,87,69,91,0.86
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,1.1e-05,0.017,5,32,99,126,96,128,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,1.4e-05,0.021,3,33,131,161,129,162,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,0.028,42,10,32,172,194,171,196,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,4.2e-07,0.00064,3,33,199,229,197,230,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,1.4e-06,0.0022,3,31,233,261,231,264,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,2.6e-05,0.039,1,33,265,297,265,298,0.95
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,0.0018,2.7,7,34,305,332,300,332,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,0.003,4.5,3,33,335,365,333,366,0.91
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,0.00023,0.35,10,32,376,398,368,400,0.86
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_2,PF07719.20,5.1e-37,3.1e-07,0.00047,1,32,401,432,401,434,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.099,1.5e+02,11,33,37,59,35,60,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.74,1.1e+03,11,23,71,83,69,86,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,1.4e-06,0.0021,10,32,104,126,98,128,0.91
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,1.5e-05,0.023,4,33,132,161,130,162,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.0063,9.5,10,28,172,190,171,195,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.00052,0.79,8,32,204,228,198,230,0.77
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,1.9e-07,0.00029,3,30,233,260,232,261,0.95
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,6.1e-07,0.00093,1,34,265,298,265,298,0.96
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.0016,2.4,10,34,308,332,307,332,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.0052,7.8,4,33,336,365,333,366,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.00014,0.21,11,31,377,397,375,400,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_1,PF00515.31,1.5e-32,0.00034,0.51,1,33,401,433,401,434,0.91
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_19,PF14559.9,2.8e-27,1.9e-05,0.029,3,54,39,90,37,96,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_19,PF14559.9,2.8e-27,1.3e-07,0.00019,5,58,143,196,140,202,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_19,PF14559.9,2.8e-27,6.5e-07,0.00098,5,56,211,262,207,270,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_19,PF14559.9,2.8e-27,0.00014,0.21,3,57,311,365,309,372,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_19,PF14559.9,2.8e-27,2.1e-10,3.2e-07,4,57,380,433,377,442,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.1,1.5e+02,6,25,66,85,61,87,0.82
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,2e-05,0.029,9,33,103,127,102,128,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.00074,1.1,5,32,133,160,131,162,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.089,1.3e+02,12,29,174,191,171,195,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.00033,0.5,3,21,199,217,197,221,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.001,1.5,3,31,233,261,231,263,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.0021,3.1,2,28,266,292,265,298,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.029,44,9,31,307,329,301,332,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.0044,6.7,7,33,339,365,338,366,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,0.0019,2.8,12,30,378,396,368,400,0.84
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_8,PF13181.9,5e-26,8.4e-07,0.0013,1,31,401,431,401,433,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,4.6,6.9e+03,12,39,38,65,32,70,0.70
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.055,83,8,31,68,91,61,100,0.84
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.00061,0.93,4,32,98,126,95,134,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.072,1.1e+02,8,38,136,166,131,172,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.00036,0.55,14,43,176,205,169,206,0.91
