cluster_id,label,n_tokens
BGC0001064,Polyketide,34
BGC0001065,Polyketide,67
BGC0001066,Polyketide,84
BGC0001067,Polyketide,27
BGC0001068,Terpene,15
BGC0001069,NRP,122
BGC0001070,NRP,105
BGC0001071,Polyketide,73
BGC0001072,Polyketide,74
BGC0001073,NRP,65
BGC0001074,Saccharide,41
BGC0001075,Terpene,9
BGC0001076,Other,22
BGC0001077,Polyketide,12
BGC0001078,Terpene,29
BGC0001079,Polyketide,30
BGC0001080,Other,19
BGC0001082,Terpene,6
BGC0001083,Polyketide,40
BGC0001084,NRP,23
BGC0001085,NRP,12
BGC0001088,NRP,51
BGC0001089,Polyketide,101
BGC0001090,NRP,46
BGC0001091,NRP,89
BGC0001093,NRP,80
BGC0001094,NRP,84
BGC0001095,NRP,58
BGC0001098,NRP,45
BGC0001099,NRP,85
BGC0001100,NRP,38
BGC0001101,NRP,134
BGC0001102,NRP,39
BGC0001103,NRP,52
BGC0001105,NRP,46
BGC0001106,NRP,117
BGC0001108,NRP,72
BGC0001109,NRP,63
BGC0001110,NRP,81
BGC0001111,NRP,121
BGC0001112,NRP,102
BGC0001113,NRP,90
BGC0001114,NRP,95
BGC0001115,NRP,98
BGC0001116,NRP,69
BGC0001117,NRP,44
BGC0001118,Polyketide,12
BGC0001119,Polyketide,78
BGC0001122,NRP,28
BGC0001123,NRP,22
BGC0001124,Polyketide,15
BGC0001125,NRP,72
BGC0001126,Terpene,30
BGC0001127,NRP,46
BGC0001128,NRP,20
BGC0001130,NRP,51
BGC0001131,NRP,34
BGC0001132,NRP,15
BGC0001133,NRP,30
BGC0001134,Other,1
BGC0001135,NRP,21
BGC0001136,NRP,15
BGC0001137,Alkaloid,17
BGC0001138,Other,35
BGC0001140,Terpene,39
BGC0001141,Polyketide,26
BGC0001142,NRP,32
BGC0001143,Polyketide,26
BGC0001144,Polyketide,9
BGC0001145,RiPP,8
BGC0001146,RiPP,5
BGC0001147,NRP,27
BGC0001148,NRP,26
BGC0001149,NRP,12
BGC0001150,Polyketide,31
BGC0001151,Other,25
BGC0001152,NRP,34
BGC0001153,NRP,46
BGC0001154,Other,14
BGC0001155,RiPP,13
BGC0001156,Terpene,32
BGC0001157,RiPP,7
BGC0001159,NRP,40
BGC0001160,Polyketide,10
BGC0001161,Polyketide,10
BGC0001162,Polyketide,11
BGC0001163,Polyketide,10
BGC0001164,Polyketide,9
BGC0001165,NRP,86
BGC0001166,NRP,12
BGC0001167,RiPP,11
BGC0001168,NRP,5
BGC0001169,Polyketide,56
BGC0001170,RiPP,6
BGC0001171,RiPP,5
BGC0001172,NRP,44
BGC0001173,RiPP,8
BGC0001174,RiPP,2
BGC0001176,RiPP,5
BGC0001177,Polyketide,25
BGC0001178,NRP,84
BGC0001179,Polyketide,35
BGC0001181,Terpene,2
BGC0001182,NRP,17
BGC0001183,Polyketide,146
BGC0001184,Other,6
BGC0001185,NRP,14
BGC0001186,Polyketide,124
BGC0001187,NRP,12
BGC0001188,RiPP,4
BGC0001189,NRP,40
BGC0001190,Polyketide,27
BGC0001191,Other,16
BGC0001192,NRP,46
BGC0001193,NRP,34
BGC0001194,Polyketide,81
BGC0001195,NRP,92
BGC0001196,NRP,50
BGC0001197,Polyketide,11
BGC0001198,Terpene,2
BGC0001199,Polyketide,70
BGC0001200,Polyketide,63
BGC0001201,Terpene,2
BGC0001202,NRP,34
BGC0001203,NRP,38
BGC0001204,Polyketide,125
BGC0001205,Polyketide,24
BGC0001206,Other,6
BGC0001207,NRP,55
BGC0001209,RiPP,2
BGC0001210,RiPP,8
BGC0001211,NRP,38
BGC0001212,NRP,63
BGC0001213,Polyketide,33
BGC0001214,NRP,48
BGC0001215,NRP,48
BGC0001216,NRP,28
BGC0001217,Other,2
BGC0001218,NRP,15
BGC0001219,Polyketide,12
BGC0001220,NRP,40
BGC0001221,Other,24
BGC0001222,RiPP,3
BGC0001223,Other,6
BGC0001224,Other,7
BGC0001225,NRP,30
BGC0001226,RiPP,4
BGC0001227,Terpene,17
BGC0001228,NRP,38
BGC0001229,RiPP,7
BGC0001230,NRP,49
BGC0001231,NRP,72
BGC0001233,NRP,78
BGC0001235,NRP,49
BGC0001236,Polyketide,35
BGC0001237,Polyketide,23
BGC0001238,Other,4
BGC0001239,Other,5
BGC0001240,NRP,21
BGC0001241,Terpene,39
BGC0001242,Polyketide,13
BGC0001244,Polyketide,7
BGC0001245,Polyketide,19
BGC0001246,Polyketide,14
BGC0001248,Terpene,3
BGC0001249,NRP,5
BGC0001250,NRP,11
BGC0001251,NRP,11
BGC0001252,Polyketide,8
BGC0001254,Polyketide,8
BGC0001255,NRP,19
BGC0001257,Polyketide,6
BGC0001258,Polyketide,7
BGC0001260,Terpene,6
BGC0001261,NRP,16
BGC0001262,Polyketide,3
BGC0001264,Polyketide,16
BGC0001266,Polyketide,10
BGC0001267,Terpene,14
BGC0001268,NRP,13
BGC0001273,Polyketide,7
BGC0001275,Polyketide,6
BGC0001276,Polyketide,6
BGC0001277,Terpene,21
BGC0001278,Terpene,23
BGC0001281,Polyketide,134
BGC0001283,Polyketide,38
BGC0001284,Polyketide,4
BGC0001285,Other,21
BGC0001286,Other,8
BGC0001287,Polyketide,91
BGC0001288,Polyketide,163
BGC0001289,RiPP,8
BGC0001290,NRP,27
BGC0001291,RiPP,8
BGC0001292,Other,23
BGC0001293,Polyketide,57
BGC0001294,Other,4
BGC0001295,Other,15
BGC0001296,Polyketide,50
BGC0001297,NRP,60
BGC0001298,Polyketide,47
BGC0001299,Polyketide,75
BGC0001300,Polyketide,72
BGC0001301,Polyketide,65
BGC0001302,Other,27
BGC0001303,Polyketide,122
BGC0001304,Polyketide,7
BGC0001305,Polyketide,9
BGC0001306,RiPP,2
BGC0001307,RiPP,6
BGC0001310,Polyketide,3
BGC0001311,RiPP,8
BGC0001312,NRP,45
BGC0001313,Terpene,22
BGC0001314,Terpene,14
BGC0001315,Terpene,5
BGC0001316,Other,12
BGC0001317,Terpene,8
BGC0001318,Other,12
BGC0001321,Terpene,11
BGC0001322,Terpene,16
BGC0001323,Terpene,10
BGC0001324,Terpene,15
BGC0001325,Alkaloid,11
BGC0001327,NRP,48
BGC0001328,NRP,43
BGC0001329,NRP,34
BGC0001330,NRP,49
BGC0001331,NRP,43
BGC0001332,NRP,49
BGC0001333,Alkaloid,13
BGC0001334,Alkaloid,13
BGC0001335,Alkaloid,17
BGC0001336,Alkaloid,7
BGC0001337,Alkaloid,16
BGC0001338,Polyketide,21
BGC0001339,Polyketide,35
BGC0001340,Polyketide,22
BGC0001341,NRP,18
BGC0001342,NRP,79
BGC0001343,Polyketide,17
BGC0001344,NRP,58
BGC0001345,NRP,18
BGC0001346,NRP,39
BGC0001348,Polyketide,85
BGC0001349,NRP,93
BGC0001350,Polyketide,129
BGC0001351,NRP,47
BGC0001356,RiPP,6
BGC0001357,Polyketide,35
BGC0001358,NRP,68
BGC0001360,Polyketide,15
BGC0001361,Terpene,5
BGC0001363,NRP,52
BGC0001364,RiPP,17
BGC0001365,NRP,12
BGC0001366,Polyketide,14
BGC0001367,NRP,37
BGC0001368,NRP,41
BGC0001369,Polyketide,26
BGC0001370,NRP,85
BGC0001371,NRP,38
BGC0001372,Terpene,21
BGC0001373,Polyketide,36
BGC0001374,Other,15
BGC0001375,Terpene,5
BGC0001376,Polyketide,36
BGC0001377,Polyketide,35
BGC0001378,Polyketide,43
BGC0001379,NRP,24
BGC0001380,Saccharide,19
BGC0001381,Polyketide,207
BGC0001383,Polyketide,68
BGC0001384,Polyketide,39
BGC0001386,Polyketide,27
BGC0001387,Other,27
BGC0001388,RiPP,7
BGC0001389,NRP,101
BGC0001390,NRP,11
BGC0001391,RiPP,9
BGC0001392,RiPP,17
BGC0001393,NRP,26
BGC0001394,NRP,79
BGC0001395,Other,18
BGC0001396,Polyketide,87
BGC0001397,NRP,60
BGC0001398,RiPP,17
BGC0001399,NRP,15
BGC0001400,Polyketide,10
BGC0001402,NRP,28
BGC0001403,Polyketide,21
BGC0001404,Polyketide,21
BGC0001405,Polyketide,29
BGC0001406,NRP,74
BGC0001407,RiPP,7
BGC0001408,Other,11
BGC0001409,Polyketide,70
BGC0001410,Saccharide,14
BGC0001411,Saccharide,31
BGC0001412,Saccharide,27
BGC0001413,NRP,53
BGC0001414,NRP,69
BGC0001415,NRP,31
BGC0001416,NRP,132
BGC0001417,NRP,43
BGC0001418,NRP,55
BGC0001419,NRP,55
BGC0001420,NRP,58
BGC0001421,NRP,54
BGC0001422,NRP,48
BGC0001423,NRP,46
BGC0001424,NRP,48
BGC0001425,NRP,50
BGC0001426,NRP,51
BGC0001427,NRP,48
BGC0001428,NRP,50
BGC0001429,NRP,50
BGC0001430,NRP,45
BGC0001431,NRP,47
BGC0001432,NRP,53
BGC0001433,Polyketide,70
BGC0001434,NRP,11
BGC0001435,NRP,40
BGC0001436,Polyketide,24
BGC0001437,NRP,23
BGC0001438,Polyketide,37
BGC0001439,Polyketide,38
BGC0001440,Other,10
BGC0001441,Other,27
BGC0001442,NRP,28
BGC0001443,NRP,26
BGC0001444,Other,10
BGC0001445,NRP,18
BGC0001446,Polyketide,10
BGC0001447,Polyketide,136
BGC0001448,NRP,80
BGC0001449,NRP,25
BGC0001451,NRP,46
BGC0001452,Polyketide,106
BGC0001453,Other,8
BGC0001454,Other,2
BGC0001455,NRP,29
BGC0001456,Terpene,10
BGC0001457,NRP,34
BGC0001458,Other,8
BGC0001459,NRP,68
BGC0001460,NRP,66
BGC0001461,NRP,61
BGC0001462,NRP,66
BGC0001463,Other,10
BGC0001464,Other,9
BGC0001465,Other,13
BGC0001467,NRP,29
BGC0001468,Other,4
BGC0001469,NRP,33
BGC0001470,Polyketide,130
BGC0001471,RiPP,17
BGC0001472,RiPP,5
BGC0001473,RiPP,16
BGC0001474,RiPP,14
BGC0001475,Terpene,4
BGC0001476,Other,9
BGC0001477,NRP,132
BGC0001478,Other,5
BGC0001479,NRP,32
BGC0001480,Other,20
BGC0001481,Terpene,1
BGC0001483,Other,21
BGC0001484,Other,39
BGC0001485,Alkaloid,10
BGC0001486,RiPP,7
BGC0001487,Other,11
BGC0001488,Other,12
BGC0001489,Polyketide,14
BGC0001490,Other,5
BGC0001491,Polyketide,158
BGC0001492,Polyketide,92
BGC0001493,RiPP,3
BGC0001494,RiPP,4
BGC0001495,Polyketide,78
BGC0001496,RiPP,5
BGC0001498,Other,13
BGC0001499,Other,9
BGC0001500,Polyketide,44
BGC0001501,Alkaloid,31
BGC0001502,NRP,13
BGC0001503,Polyketide,80
BGC0001504,Polyketide,17
BGC0001505,RiPP,12
BGC0001506,RiPP,2
BGC0001507,RiPP,3
BGC0001508,Polyketide,21
BGC0001509,NRP,51
BGC0001510,Other,9
BGC0001511,Polyketide,91
BGC0001512,Polyketide,21
BGC0001513,Polyketide,15
BGC0001514,Other,36
BGC0001515,NRP,45
BGC0001516,NRP,7
BGC0001517,NRP,10
BGC0001518,Terpene,9
BGC0001519,NRP,72
BGC0001520,Polyketide,108
BGC0001521,NRP,26
BGC0001522,Polyketide,142
BGC0001523,Polyketide,154
BGC0001524,NRP,21
BGC0001525,Other,13
BGC0001526,Other,13
BGC0001527,Other,7
BGC0001528,Terpene,5
BGC0001529,Alkaloid,12
BGC0001531,Other,9
BGC0001532,NRP,69
BGC0001533,Polyketide,73
BGC0001534,Other,7
BGC0001535,Other,6
BGC0001536,NRP,62
BGC0001537,Polyketide,88
BGC0001539,RiPP,3
BGC0001540,Other,39
BGC0001541,Polyketide,23
BGC0001542,Polyketide,14
BGC0001543,Polyketide,54
BGC0001544,NRP,17
BGC0001545,NRP,11
BGC0001547,Terpene,14
BGC0001548,RiPP,4
BGC0001549,RiPP,6
BGC0001550,RiPP,6
BGC0001551,RiPP,6
BGC0001552,RiPP,5
BGC0001553,NRP,24
BGC0001554,Other,5
BGC0001555,RiPP,5
BGC0001556,NRP,18
BGC0001558,Polyketide,56
BGC0001559,RiPP,7
BGC0001560,NRP,31
BGC0001561,NRP,18
BGC0001562,NRP,21
BGC0001563,NRP,27
BGC0001564,NRP,65
BGC0001565,NRP,78
BGC0001566,Polyketide,39
BGC0001567,NRP,34
BGC0001568,Polyketide,52
BGC0001569,NRP,46
BGC0001570,NRP,11
BGC0001571,Terpene,21
BGC0001572,Other,5
BGC0001573,Alkaloid,18
BGC0001574,NRP,23
BGC0001575,NRP,29
BGC0001576,RiPP,8
BGC0001577,RiPP,1
BGC0001578,Polyketide,16
BGC0001579,RiPP,8
BGC0001580,Polyketide,82
BGC0001582,NRP,76
BGC0001583,Polyketide,9
BGC0001584,Polyketide,59
BGC0001585,Alkaloid,17
BGC0001586,Saccharide,15
BGC0001587,Other,5
BGC0001588,Saccharide,22
BGC0001589,Saccharide,24
BGC0001590,Polyketide,43
BGC0001591,Other,30
BGC0001592,Other,17
BGC0001593,NRP,31
BGC0001594,Alkaloid,27
BGC0001595,Alkaloid,25
BGC0001596,Polyketide,37
BGC0001597,Polyketide,74
BGC0001598,NRP,56
BGC0001599,NRP,8
BGC0001600,Polyketide,14
BGC0001602,RiPP,7
BGC0001603,Saccharide,45
BGC0001604,Terpene,5
BGC0001605,Terpene,5
BGC0001606,Polyketide,12
BGC0001607,Other,27
BGC0001608,NRP,56
BGC0001609,NRP,10
BGC0001610,Other,21
BGC0001611,NRP,79
BGC0001612,Alkaloid,30
BGC0001614,NRP,52
BGC0001615,NRP,11
BGC0001616,NRP,5
BGC0001617,Terpene,17
BGC0001618,RiPP,7
BGC0001619,Polyketide,170
BGC0001620,NRP,68
BGC0001621,NRP,16
BGC0001622,Polyketide,23
BGC0001623,NRP,43
BGC0001624,Other,7
BGC0001625,Polyketide,26
BGC0001626,Polyketide,23
BGC0001627,NRP,12
BGC0001628,NRP,39
BGC0001629,NRP,78
BGC0001630,NRP,36
BGC0001631,NRP,26
BGC0001632,RiPP,4
BGC0001633,Other,9
BGC0001634,RiPP,6
BGC0001635,NRP,49
BGC0001636,NRP,64
BGC0001637,NRP,19
BGC0001638,RiPP,4
BGC0001639,RiPP,4
BGC0001640,RiPP,7
BGC0001641,NRP,63
BGC0001642,Terpene,1
BGC0001644,Polyketide,170
BGC0001645,RiPP,6
BGC0001646,NRP,130
BGC0001647,Polyketide,21
BGC0001648,Polyketide,94
BGC0001649,Polyketide,58
BGC0001650,NRP,32
BGC0001651,Other,10
BGC0001652,NRP,24
BGC0001653,Polyketide,84
BGC0001654,Saccharide,17
BGC0001655,RiPP,5
BGC0001656,Polyketide,134
BGC0001657,NRP,72
BGC0001658,Polyketide,61
BGC0001659,Terpene,6
BGC0001660,RiPP,7
BGC0001661,Polyketide,22
BGC0001662,Polyketide,205
BGC0001663,Polyketide,37
BGC0001664,Terpene,22
BGC0001665,Polyketide,24
BGC0001666,Polyketide,56
BGC0001667,NRP,68
BGC0001668,NRP,3
BGC0001669,RiPP,16
BGC0001670,Polyketide,114
BGC0001671,NRP,22
BGC0001672,NRP,28
BGC0001674,RiPP,13
BGC0001675,Polyketide,66
BGC0001677,Polyketide,13
BGC0001678,Other,3
BGC0001679,NRP,6
BGC0001681,Other,2
BGC0001682,Other,2
BGC0001683,Other,2
BGC0001684,Other,6
BGC0001685,Other,3
BGC0001686,NRP,21
BGC0001687,Other,39
BGC0001690,Polyketide,108
BGC0001692,NRP,29
BGC0001693,Polyketide,48
BGC0001694,Polyketide,75
BGC0001695,NRP,41
BGC0001696,RiPP,8
BGC0001699,NRP,20
BGC0001700,Polyketide,171
BGC0001701,RiPP,12
BGC0001702,NRP,69
BGC0001703,Other,34
BGC0001704,Other,37
BGC0001705,NRP,57
BGC0001706,Terpene,12
BGC0001707,RiPP,16
BGC0001708,Polyketide,17
BGC0001709,Polyketide,145
BGC0001711,NRP,62
BGC0001712,Other,15
BGC0001713,Other,10
BGC0001715,NRP,52
BGC0001716,NRP,49
BGC0001717,NRP,12
BGC0001718,NRP,10
BGC0001719,Polyketide,79
BGC0001720,Polyketide,24
BGC0001721,NRP,31
BGC0001722,Polyketide,12
BGC0001723,Polyketide,9
BGC0001724,NRP,28
BGC0001725,Other,3
BGC0001726,NRP,24
BGC0001727,RiPP,14
BGC0001728,NRP,64
BGC0001729,Polyketide,18
BGC0001730,Polyketide,29
BGC0001731,Other,57
BGC0001732,Other,58
BGC0001733,RiPP,4
BGC0001735,Other,36
BGC0001736,NRP,14
BGC0001737,NRP,73
BGC0001738,NRP,16
BGC0001739,Other,13
BGC0001740,NRP,107
BGC0001741,NRP,23
BGC0001742,Polyketide,57
BGC0001743,RiPP,3
BGC0001745,RiPP,4
BGC0001746,Terpene,1
BGC0001747,Other,7
BGC0001748,NRP,19
BGC0001749,Polyketide,17
BGC0001750,NRP,45
BGC0001751,NRP,84
BGC0001752,NRP,42
BGC0001753,RiPP,11
BGC0001755,Polyketide,132
BGC0001756,Terpene,11
BGC0001757,Other,2
BGC0001758,NRP,29
BGC0001759,Polyketide,128
BGC0001760,NRP,32
BGC0001761,Polyketide,69
BGC0001762,Alkaloid,35
BGC0001763,NRP,66
BGC0001764,NRP,59
BGC0001765,Saccharide,27
BGC0001767,NRP,25
BGC0001768,NRP,25
BGC0001769,Polyketide,40
BGC0001770,Polyketide,89
BGC0001771,NRP,21
BGC0001772,Polyketide,157
BGC0001773,Polyketide,125
BGC0001774,Other,16
BGC0001775,Terpene,7
BGC0001776,Terpene,22
BGC0001777,Terpene,6
BGC0001778,Other,18
BGC0001779,RiPP,5
BGC0001780,NRP,58
BGC0001781,RiPP,3
BGC0001782,Other,29
BGC0001783,Other,61
BGC0001784,Polyketide,92
BGC0001785,Polyketide,100
BGC0001786,RiPP,8
BGC0001787,RiPP,8
BGC0001788,RiPP,13
BGC0001789,RiPP,12
BGC0001790,NRP,28
BGC0001791,NRP,26
BGC0001792,NRP,84
BGC0001793,NRP,16
BGC0001794,NRP,14
BGC0001795,Polyketide,116
BGC0001796,NRP,46
BGC0001797,RiPP,14
BGC0001800,NRP,67
BGC0001801,NRP,25
BGC0001802,RiPP,7
BGC0001806,NRP,74
BGC0001807,NRP,110
BGC0001808,Other,11
BGC0001809,Other,3
BGC0001810,Polyketide,22
BGC0001811,Terpene,10
BGC0001812,Polyketide,87
BGC0001813,NRP,29
BGC0001814,NRP,60
BGC0001816,NRP,34
BGC0001817,Other,8
BGC0001818,NRP,48
BGC0001819,Polyketide,28
BGC0001820,NRP,17
BGC0001822,NRP,46
BGC0001823,NRP,71
BGC0001824,NRP,17
BGC0001825,NRP,17
BGC0001826,NRP,16
BGC0001827,Polyketide,26
BGC0001828,Polyketide,91
BGC0001829,NRP,26
BGC0001830,Polyketide,71
BGC0001831,Polyketide,6
BGC0001833,NRP,17
BGC0001834,NRP,36
BGC0001835,Polyketide,108
BGC0001836,Polyketide,74
BGC0001837,Polyketide,118
BGC0001838,NRP,37
BGC0001839,Terpene,6
BGC0001840,NRP,20
BGC0001841,NRP,18
BGC0001842,NRP,50
BGC0001843,NRP,58
BGC0001844,NRP,25
BGC0001845,Other,38
BGC0001846,Saccharide,34
BGC0001847,Other,13
BGC0001848,Other,62
BGC0001849,RiPP,4
BGC0001850,Other,25
BGC0001851,Polyketide,45
BGC0001852,Polyketide,45
BGC0001853,NRP,75
BGC0001854,Polyketide,27
BGC0001856,Polyketide,243
BGC0001857,Alkaloid,18
BGC0001858,Polyketide,10
BGC0001859,Other,10
BGC0001860,RiPP,10
BGC0001861,RiPP,8
BGC0001862,RiPP,7
BGC0001863,RiPP,11
BGC0001864,RiPP,8
BGC0001865,Polyketide,17
BGC0001866,Polyketide,24
BGC0001867,RiPP,10
BGC0001868,Other,10
BGC0001869,Other,7
BGC0001870,Other,14
BGC0001872,Polyketide,23
BGC0001873,NRP,10
BGC0001874,NRP,13
BGC0001875,Polyketide,79
BGC0001876,NRP,31
BGC0001877,Polyketide,216
BGC0001878,NRP,19
BGC0001879,Other,30
BGC0001880,RiPP,8
BGC0001881,NRP,18
BGC0001882,Polyketide,18
BGC0001884,NRP,45
BGC0001885,NRP,87
BGC0001886,Polyketide,16
BGC0001887,RiPP,3
BGC0001888,Other,2
BGC0001889,RiPP,5
BGC0001890,NRP,31
BGC0001891,Other,6
BGC0001892,Polyketide,22
BGC0001893,Other,3
BGC0001894,Saccharide,26
BGC0001895,Polyketide,16
BGC0001896,Other,10
BGC0001897,Polyketide,18
BGC0001899,Polyketide,13
BGC0001902,NRP,46
BGC0001903,Other,12
BGC0001904,Polyketide,32
BGC0001905,Polyketide,2
BGC0001906,Polyketide,19
BGC0001907,Polyketide,12
BGC0001909,Polyketide,32
BGC0001910,Terpene,9
BGC0001911,Terpene,7
BGC0001913,Polyketide,19
BGC0001917,Polyketide,10
BGC0001918,NRP,39
BGC0001919,NRP,45
BGC0001920,RiPP,13
BGC0001922,Polyketide,40
BGC0001923,Terpene,15
BGC0001924,Terpene,2
BGC0001925,Alkaloid,17
BGC0001926,Polyketide,15
BGC0001927,Other,24
BGC0001928,Other,8
BGC0001929,RiPP,4
BGC0001931,Polyketide,102
BGC0001934,Polyketide,58
BGC0001937,Other,10
BGC0001938,Polyketide,3
BGC0001940,Polyketide,23
BGC0001941,NRP,68
BGC0001942,NRP,32
BGC0001944,Polyketide,215
BGC0001945,NRP,43
BGC0001947,Saccharide,27
BGC0001948,Other,4
BGC0001949,Other,3
BGC0001950,NRP,72
BGC0001951,NRP,73
BGC0001952,NRP,72
BGC0001953,NRP,75
BGC0001954,NRP,13
BGC0001955,NRP,67
BGC0001956,Polyketide,31
BGC0001957,Polyketide,32
BGC0001959,Other,18
BGC0001960,Polyketide,35
BGC0001962,Polyketide,7
BGC0001963,NRP,176
BGC0001964,Polyketide,37
BGC0001965,Other,27
BGC0001966,NRP,55
BGC0001967,NRP,40
BGC0001968,NRP,77
BGC0001969,Terpene,4
BGC0001970,NRP,76
BGC0001971,NRP,65
BGC0001972,Other,40
BGC0001974,Other,4
BGC0001975,NRP,67
BGC0001976,Terpene,22
BGC0001979,Polyketide,55
BGC0001980,NRP,53
BGC0001983,Other,32
BGC0001984,NRP,66
BGC0001985,Other,19
BGC0001986,Other,5
BGC0001987,Polyketide,11
BGC0001988,Polyketide,19
BGC0001989,Other,3
BGC0001990,Other,5
BGC0001991,Polyketide,26
BGC0001992,Other,6
BGC0001994,Other,7
BGC0001995,Terpene,11
BGC0001996,Other,25
BGC0001997,Terpene,11
BGC0001998,Polyketide,10
BGC0001999,NRP,38
BGC0002000,Polyketide,16
BGC0002001,NRP,53
BGC0002002,NRP,11
BGC0002004,RiPP,4
BGC0002005,RiPP,6
BGC0002006,RiPP,3
BGC0002007,Terpene,33
BGC0002008,Other,14
BGC0002009,Polyketide,109
BGC0002010,NRP,35
BGC0002011,Polyketide,115
BGC0002012,Polyketide,26
BGC0002013,RiPP,8
BGC0002014,NRP,47
BGC0002015,RiPP,12
BGC0002016,Polyketide,32
BGC0002017,NRP,14
BGC0002018,Other,4
BGC0002019,Terpene,25
BGC0002020,Saccharide,3
BGC0002021,Polyketide,46
BGC0002022,Polyketide,69
BGC0002024,Polyketide,81
BGC0002025,NRP,90
BGC0002026,NRP,61
BGC0002028,Polyketide,31
BGC0002031,Alkaloid,5
BGC0002032,Polyketide,107
BGC0002033,Polyketide,100
BGC0002034,Other,24
BGC0002035,NRP,16
BGC0002036,Other,13
BGC0002037,NRP,19
BGC0002038,Polyketide,121
BGC0002039,Other,27
BGC0002040,Other,31
BGC0002042,NRP,27
BGC0002043,RiPP,14
BGC0002044,NRP,58
BGC0002045,Polyketide,42
BGC0002046,NRP,88
BGC0002047,Polyketide,14
BGC0002048,NRP,39
BGC0002049,RiPP,3
BGC0002050,NRP,83
BGC0002051,NRP,9
BGC0002052,Other,4
BGC0002053,RiPP,3
BGC0002054,Polyketide,32
BGC0002055,NRP,97
BGC0002056,NRP,73
BGC0002058,Polyketide,9
BGC0002059,NRP,84
BGC0002060,Polyketide,52
BGC0002061,NRP,50
BGC0002062,Polyketide,18
BGC0002063,Polyketide,37
BGC0002064,RiPP,8
BGC0002066,NRP,19
BGC0002067,NRP,21
BGC0002068,NRP,99
BGC0002069,Other,9
BGC0002070,Polyketide,29
BGC0002071,NRP,34
BGC0002072,Polyketide,224
BGC0002073,NRP,10
BGC0002074,RiPP,3
BGC0002075,NRP,4
BGC0002076,Other,2
BGC0002078,NRP,91
BGC0002079,NRP,87
BGC0002080,Other,24
BGC0002081,Polyketide,21
BGC0002082,NRP,78
BGC0002083,Polyketide,68
BGC0002084,RiPP,1
BGC0002085,Saccharide,55
BGC0002086,Polyketide,69
BGC0002087,NRP,100
BGC0002088,Polyketide,47
BGC0002089,NRP,15
BGC0002090,Polyketide,35
BGC0002091,NRP,21
BGC0002092,NRP,49
BGC0002093,Polyketide,21
BGC0002095,NRP,22
BGC0002096,Polyketide,39
BGC0002097,NRP,54
BGC0002098,Polyketide,111
BGC0002099,RiPP,1
BGC0002100,NRP,69
BGC0002101,Polyketide,98
BGC0002102,Polyketide,77
BGC0002103,Other,6
BGC0002104,NRP,116
BGC0002105,Polyketide,88
BGC0002106,Polyketide,95
BGC0002107,NRP,60
BGC0002108,NRP,61
BGC0002109,NRP,71
BGC0002110,RiPP,9
BGC0002111,RiPP,8
BGC0002114,NRP,55
BGC0002115,RiPP,10
BGC0002116,RiPP,2
BGC0002117,NRP,70
BGC0002118,NRP,87
BGC0002119,NRP,92
BGC0002120,RiPP,11
BGC0002122,NRP,55
BGC0002123,NRP,51
BGC0002124,Polyketide,135
BGC0002125,NRP,40
BGC0002126,NRP,39
BGC0002127,Polyketide,4
BGC0002128,Other,10
BGC0002129,Polyketide,46
BGC0002130,RiPP,27
BGC0002131,NRP,34
BGC0002132,Other,4
BGC0002133,RiPP,8
BGC0002134,Other,3
BGC0002135,NRP,14
BGC0002137,Polyketide,33
BGC0002138,Polyketide,10
BGC0002139,Polyketide,13
BGC0002140,Polyketide,37
BGC0002141,Polyketide,59
BGC0002142,Polyketide,287
BGC0002143,Polyketide,39
BGC0002144,RiPP,4
BGC0002146,NRP,13
BGC0002147,NRP,33
BGC0002148,Alkaloid,14
BGC0002149,NRP,11
BGC0002150,RiPP,3
BGC0002151,RiPP,3
BGC0002152,Other,21
BGC0002153,Polyketide,122
BGC0002154,Polyketide,7
BGC0002155,Polyketide,9
BGC0002157,NRP,9
BGC0002158,NRP,6
BGC0002160,NRP,25
BGC0002161,Polyketide,10
BGC0002162,Terpene,3
BGC0002163,Other,2
BGC0002164,NRP,8
BGC0002165,Polyketide,15
BGC0002166,NRP,9
BGC0002167,NRP,9
BGC0002168,Polyketide,22
BGC0002169,Polyketide,22
BGC0002170,Polyketide,23
BGC0002171,NRP,7
BGC0002172,NRP,41
BGC0002173,Terpene,4
BGC0002174,NRP,2
BGC0002175,Polyketide,7
BGC0002176,Terpene,1
BGC0002177,Polyketide,20
BGC0002178,NRP,34
BGC0002180,Polyketide,15
BGC0002181,Terpene,6
BGC0002185,Polyketide,11
BGC0002186,NRP,22
BGC0002187,Polyketide,18
BGC0002188,NRP,45
BGC0002190,Polyketide,26
BGC0002191,Polyketide,7
BGC0002192,Polyketide,8
BGC0002193,Other,2
BGC0002194,Polyketide,14
BGC0002195,Other,3
BGC0002196,Polyketide,26
BGC0002197,Polyketide,19
BGC0002198,NRP,53
BGC0002199,Alkaloid,13
BGC0002203,NRP,24
BGC0002204,Polyketide,18
BGC0002205,Polyketide,16
BGC0002206,Polyketide,25
BGC0002207,Other,6
BGC0002208,NRP,15
BGC0002209,Polyketide,18
BGC0002210,Polyketide,22
BGC0002211,Polyketide,12
BGC0002212,Polyketide,16
BGC0002213,Polyketide,14
BGC0002214,Polyketide,29
BGC0002215,Polyketide,14
BGC0002216,Terpene,8
BGC0002217,Terpene,11
BGC0002218,Terpene,6
