ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_005712024.1,NZ_CP021644.1,transporter substrate-binding domain-containing protein,512197,512922,-,SBP_bac_3,PF00497.23,1.4e-61,8.2e-66,1.6e-61,1,224,23,240,23,241,0.95
WP_005712022.1,NZ_CP021644.1,arginine ABC transporter ATP-binding protein ArtP,512954,513688,-,ABC_tran,PF00005.30,5.1e-35,8.4e-39,8.2e-35,3,137,20,170,18,170,0.95
WP_005712022.1,NZ_CP021644.1,arginine ABC transporter ATP-binding protein ArtP,512954,513688,-,AAA_21,PF13304.9,1.1e-11,1.4e-06,0.014,3,22,32,51,30,77,0.81
WP_005712022.1,NZ_CP021644.1,arginine ABC transporter ATP-binding protein ArtP,512954,513688,-,AAA_21,PF13304.9,1.1e-11,1.6e-10,1.6e-06,237,298,141,199,120,204,0.87
WP_005712020.1,NZ_CP021644.1,DNA helicase II,513862,516045,+,UvrD_C,PF13361.9,4.2e-89,0.089,5.8e+02,151,251,151,187,62,277,0.68
WP_005712020.1,NZ_CP021644.1,DNA helicase II,513862,516045,+,UvrD_C,PF13361.9,4.2e-89,9.8e-93,6.4e-89,1,347,282,620,282,621,0.88
WP_005712020.1,NZ_CP021644.1,DNA helicase II,513862,516045,+,UvrD-helicase,PF00580.24,2.8e-82,4.3e-86,2.8e-82,1,315,10,277,10,277,0.97
WP_005712020.1,NZ_CP021644.1,DNA helicase II,513862,516045,+,UvrD-helicase,PF00580.24,2.8e-82,0.077,5.1e+02,145,253,426,554,369,563,0.56
WP_005712020.1,NZ_CP021644.1,DNA helicase II,513862,516045,+,AAA_19,PF13245.9,1.2e-32,4.4e-36,2.9e-32,1,145,14,260,14,262,0.93
WP_005712018.1,NZ_CP021644.1,50S ribosomal protein L9,516093,516542,-,Ribosomal_L9_C,PF03948.17,3.2e-25,5.9e-29,5.8e-25,2,86,64,147,63,148,0.95
WP_005712018.1,NZ_CP021644.1,50S ribosomal protein L9,516093,516542,-,Ribosomal_L9_N,PF01281.22,1.4e-21,2.5e-25,2.4e-21,1,47,1,47,1,47,0.98
WP_005598105.1,NZ_CP021644.1,30S ribosomal protein S18,516561,516788,-,Ribosomal_S18,PF01084.23,1.3e-25,8.7e-30,1.7e-25,2,52,18,68,17,68,0.97
WP_005712013.1,NZ_CP021644.1,30S ribosomal protein S6,517113,517493,-,Ribosomal_S6,PF01250.20,6.6e-28,5e-32,9.7e-28,1,89,3,90,3,91,0.98
WP_005712011.1,NZ_CP021644.1,MFS transporter,517890,519209,+,Sugar_tr,PF00083.27,3.1e-33,2.2e-35,2.2e-31,1,447,13,438,13,439,0.83
WP_005712011.1,NZ_CP021644.1,MFS transporter,517890,519209,+,MFS_1,PF07690.19,1.6e-32,5.1e-31,5e-27,2,350,18,391,17,395,0.71
WP_005712011.1,NZ_CP021644.1,MFS transporter,517890,519209,+,MFS_1,PF07690.19,1.6e-32,6.9e-12,6.7e-08,30,171,283,426,271,435,0.74
WP_005712009.1,NZ_CP021644.1,phosphotransferase,519234,520016,-,APH,PF01636.26,1.8e-16,4.4e-20,8.5e-16,17,232,31,225,20,231,0.71
WP_005712006.1,NZ_CP021644.1,purine nucleoside phosphoramidase,520386,520745,-,HIT,PF01230.26,2.2e-29,2.5e-33,2.5e-29,1,96,15,111,15,113,0.97
WP_005712006.1,NZ_CP021644.1,purine nucleoside phosphoramidase,520386,520745,-,DcpS_C,PF11969.11,1.8e-19,2.1e-23,2.1e-19,2,101,8,109,7,117,0.96
WP_035492412.1,NZ_CP021644.1,Fe-S biogenesis protein NfuA,522028,522621,-,NifU,PF01106.20,5.2e-19,9.8e-23,9.6e-19,3,63,118,179,116,184,0.94
WP_035492412.1,NZ_CP021644.1,Fe-S biogenesis protein NfuA,522028,522621,-,Fe-S_biosyn,PF01521.23,3.3e-14,6.6e-18,6.5e-14,1,105,5,103,5,108,0.91
WP_005712444.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit A,523007,524353,+,NQRA,PF05896.14,6.9e-118,9.1e-122,8.9e-118,1,257,1,259,1,259,0.99
WP_005712444.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit A,523007,524353,+,NQRA_SLBB,PF11973.11,2.2e-23,0.71,6.9e+03,22,33,109,120,108,123,0.85
WP_005712444.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit A,523007,524353,+,NQRA_SLBB,PF11973.11,2.2e-23,2.2e-27,2.2e-23,1,49,264,312,264,314,0.98
WP_005712444.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit A,523007,524353,+,NQRA_SLBB,PF11973.11,2.2e-23,0.65,6.4e+03,15,27,351,363,347,372,0.79
WP_005712443.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit B,524358,525596,+,NQR2_RnfD_RnfE,PF03116.18,7e-104,4.3e-108,8.4e-104,2,292,41,405,40,405,0.97
WP_016527590.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit C,525589,526365,+,FMN_bind,PF04205.17,2.7e-15,0.16,3.2e+03,18,30,65,76,31,118,0.69
WP_016527590.1,NZ_CP021644.1,Na(+)-translocating NADH-quinone reductase subunit C,525589,526365,+,FMN_bind,PF04205.17,2.7e-15,4.7e-19,9.3e-15,1,67,147,239,147,241,0.80
WP_016527589.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit D,526365,526988,+,Rnf-Nqr,PF02508.17,1.7e-62,9.7e-67,1.9e-62,3,174,8,194,6,194,0.98
WP_005712442.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit E,526990,527586,+,Rnf-Nqr,PF02508.17,7.5e-56,4.3e-60,8.4e-56,1,173,4,196,4,197,0.98
WP_005712441.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,527599,528831,+,NAD_binding_1,PF00175.24,9.7e-18,2.6e-21,1.7e-17,1,107,280,389,280,391,0.91
WP_005712441.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,527599,528831,+,Fer2,PF00111.30,4e-11,1.1e-14,7.5e-11,4,77,42,115,39,116,0.78
WP_005712441.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,527599,528831,+,FAD_binding_6,PF00970.27,7.8e-11,0.16,1e+03,12,43,145,175,134,191,0.68
WP_005712441.1,NZ_CP021644.1,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,527599,528831,+,FAD_binding_6,PF00970.27,7.8e-11,1.2e-13,8e-10,44,97,207,269,198,270,0.94
WP_005712440.1,NZ_CP021644.1,nucleotidyltransferase substrate binding protein,528911,529339,+,NTase_sub_bind,PF08780.14,4.5e-39,2.6e-43,5.1e-39,2,125,5,139,4,139,0.95
WP_005712439.1,NZ_CP021644.1,nucleotidyltransferase domain-containing protein,529336,529635,+,Polbeta,PF18765.4,2e-13,1.2e-17,2.4e-13,15,87,24,96,7,98,0.92
WP_005712438.1,NZ_CP021644.1,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,529632,531209,-,BPD_transp_1,PF00528.25,2.8e-14,1.7e-13,3.3e-09,2,181,62,257,61,265,0.81
WP_005712438.1,NZ_CP021644.1,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,529632,531209,-,BPD_transp_1,PF00528.25,2.8e-14,0.11,2.2e+03,29,59,309,337,282,353,0.36
WP_005712438.1,NZ_CP021644.1,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,529632,531209,-,BPD_transp_1,PF00528.25,2.8e-14,5.1e-11,9.9e-07,9,166,355,515,341,523,0.72
WP_043896437.1,NZ_CP021644.1,ammonia-forming nitrite reductase cytochrome c552 subunit,531498,532973,+,Cytochrom_C552,PF02335.18,2.6e-179,1.7e-183,3.3e-179,3,437,53,482,51,484,0.99
WP_005712435.1,NZ_CP021644.1,cytochrome c nitrite reductase pentaheme subunit,532994,533617,+,Paired_CXXCH_1,PF09699.13,7e-12,0.00075,15,28,39,56,67,45,80,0.81
WP_005712435.1,NZ_CP021644.1,cytochrome c nitrite reductase pentaheme subunit,532994,533617,+,Paired_CXXCH_1,PF09699.13,7e-12,1.8e-09,3.5e-05,8,40,92,143,84,145,0.85
WP_005712435.1,NZ_CP021644.1,cytochrome c nitrite reductase pentaheme subunit,532994,533617,+,Paired_CXXCH_1,PF09699.13,7e-12,4.1e-08,0.0008,8,40,160,193,152,195,0.74
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_11,PF13247.9,5.5e-24,0.22,8.5e+02,70,77,53,60,32,74,0.59
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_11,PF13247.9,5.5e-24,1.4e-27,5.5e-24,1,99,88,186,88,187,0.96
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_7,PF12838.10,4.9e-15,3.2e-11,1.2e-07,1,52,50,113,50,113,0.71
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_7,PF12838.10,4.9e-15,1.8e-08,7.2e-05,2,52,130,181,129,181,0.82
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_7,PF12838.10,4.9e-15,6.1e-05,0.24,2,26,157,191,156,213,0.68
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_6,PF12837.10,4.5e-13,6.7e-07,0.0026,4,19,46,61,44,65,0.91
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_6,PF12837.10,4.5e-13,4.9e-08,0.00019,3,23,91,113,90,114,0.93
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_6,PF12837.10,4.5e-13,1e-08,4e-05,1,21,122,142,122,144,0.91
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_6,PF12837.10,4.5e-13,0.069,2.7e+02,15,24,173,182,153,182,0.79
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_9,PF13187.9,1e-11,1.1e-09,4.2e-06,1,51,50,113,50,114,0.80
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4_9,PF13187.9,1e-11,1.9e-08,7.5e-05,2,51,130,181,129,182,0.96
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,7.5e-07,0.0029,3,18,46,61,44,63,0.91
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,2.8,1.1e+04,8,11,97,100,94,102,0.71
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,0.00017,0.65,14,22,105,113,104,114,0.97
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,3.4e-09,1.3e-05,2,22,124,144,123,146,0.90
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,0.045,1.8e+02,5,11,154,160,150,161,0.80
WP_005712433.1,NZ_CP021644.1,cytochrome c nitrite reductase Fe-S protein,533614,534291,+,Fer4,PF00037.30,1.2e-11,7.5e-05,0.29,13,24,172,183,172,183,0.92
WP_005712431.1,NZ_CP021644.1,cytochrome c nitrite reductase subunit NrfD,534291,535244,+,NrfD,PF03916.17,3.5e-88,2e-92,3.9e-88,2,313,5,317,4,317,0.97
WP_005712430.1,NZ_CP021644.1,glycosyltransferase,535353,536141,+,Gly_transf_sug,PF04488.18,2.9e-15,3.1e-19,6e-15,1,96,75,160,75,162,0.90
WP_005712428.1,NZ_CP021644.1,phosphoserine phosphatase SerB,536249,537112,-,Hydrolase,PF00702.29,3.1e-13,4.6e-17,4.6e-13,4,209,76,246,74,247,0.84
WP_005712428.1,NZ_CP021644.1,phosphoserine phosphatase SerB,536249,537112,-,HAD,PF12710.10,8.6e-12,1.2e-15,1.2e-11,48,188,111,244,76,244,0.83
WP_005712426.1,NZ_CP021644.1,YtjB family periplasmic protein,537198,537863,+,SMP_2,PF10144.12,2e-60,1.3e-64,2.5e-60,3,158,5,159,3,160,0.98
WP_005712424.1,NZ_CP021644.1,translation initiation factor IF-1,537959,538177,+,eIF-1a,PF01176.22,6.5e-27,3.7e-31,7.2e-27,1,64,7,70,7,70,0.97
WP_005712421.1,NZ_CP021644.1,small ribosomal subunit biogenesis GTPase RsgA,538264,539295,+,RsgA_GTPase,PF03193.19,2.7e-59,2e-63,4e-59,1,167,96,271,96,271,0.99
WP_005712419.1,NZ_CP021644.1,metal ABC transporter substrate-binding protein,539487,540365,+,ZnuA,PF01297.20,2.4e-78,1.4e-82,2.7e-78,1,245,25,287,25,289,0.96
WP_005712417.1,NZ_CP021644.1,ATP-binding cassette domain-containing protein,540428,541189,+,ABC_tran,PF00005.30,3.6e-27,2.5e-31,4.8e-27,2,136,25,170,24,171,0.92
WP_040978769.1,NZ_CP021644.1,metal ABC transporter permease,541193,542065,+,ABC-3,PF00950.20,7.2e-83,4.2e-87,8.2e-83,1,257,10,265,10,266,0.99
WP_026917146.1,NZ_CP021644.1,metal ABC transporter permease,542065,542904,+,ABC-3,PF00950.20,2.1e-89,1.2e-93,2.3e-89,2,255,14,266,13,269,0.99
WP_005712415.1,NZ_CP021644.1,DUF2251 domain-containing protein,542975,543388,-,DUF2251,PF10008.12,9.9e-44,6.2e-48,1.2e-43,2,94,19,114,18,114,0.97
WP_261474389.1,NZ_CP021644.1,surface lipoprotein assembly modifier,543463,543765,-,SlipAM,PF04575.16,1.7e-34,9.6e-39,1.9e-34,193,288,2,100,1,100,0.99
WP_005712412.1,NZ_CP021644.1,helix-turn-helix transcriptional regulator,544684,545025,+,HTH_3,PF01381.25,7.6e-12,5.6e-16,1.1e-11,1,55,17,71,17,71,0.98
WP_005712410.1,NZ_CP021644.1,glycoside hydrolase family 32 protein,545195,546631,-,Glyco_hydro_32N,PF00251.23,1.9e-79,2.4e-83,2.4e-79,1,305,38,337,38,337,0.93
WP_005712410.1,NZ_CP021644.1,glycoside hydrolase family 32 protein,545195,546631,-,Glyco_hydro_32C,PF08244.15,5.8e-12,1e-15,9.8e-12,34,135,365,458,331,469,0.74
WP_005712406.1,NZ_CP021644.1,zinc ribbon domain-containing protein YjdM,547997,548317,+,YjdM,PF03831.17,8.4e-23,1.2e-26,1.1e-22,1,69,44,106,44,106,0.96
WP_005712406.1,NZ_CP021644.1,zinc ribbon domain-containing protein YjdM,547997,548317,+,YjdM_Zn_Ribbon,PF08274.15,1.2e-12,2.3e-16,2.2e-12,2,30,3,31,2,31,0.95
WP_005712404.1,NZ_CP021644.1,phosphoribosylglycinamide formyltransferase,548393,549034,+,Formyl_trans_N,PF00551.22,2.6e-67,1.5e-71,3e-67,1,181,2,182,2,182,0.99
WP_005712403.1,NZ_CP021644.1,aspartate ammonia-lyase,549221,550648,+,Lyase_1,PF00206.23,1.3e-102,1.6e-106,1.6e-102,1,312,12,344,12,344,0.99
WP_005712403.1,NZ_CP021644.1,aspartate ammonia-lyase,549221,550648,+,FumaraseC_C,PF10415.12,5.2e-18,1.5e-21,1.5e-17,1,53,410,462,410,463,0.98
WP_005712398.1,NZ_CP021644.1,molecular chaperone HtpG,550980,552866,+,HSP90,PF00183.21,1.1e-126,0.0014,9.2,1,30,187,216,187,224,0.82
WP_005712398.1,NZ_CP021644.1,molecular chaperone HtpG,550980,552866,+,HSP90,PF00183.21,1.1e-126,1.4e-128,9.4e-125,69,486,219,626,212,628,0.94
WP_005712398.1,NZ_CP021644.1,molecular chaperone HtpG,550980,552866,+,HATPase_c,PF02518.29,7.7e-14,2.4e-17,1.5e-13,1,110,28,183,28,185,0.74
WP_005712398.1,NZ_CP021644.1,molecular chaperone HtpG,550980,552866,+,HATPase_c_3,PF13589.9,2.1e-11,9.5e-15,6.2e-11,2,119,27,168,26,178,0.84
WP_005712398.1,NZ_CP021644.1,molecular chaperone HtpG,550980,552866,+,HATPase_c_3,PF13589.9,2.1e-11,1.3,8.3e+03,55,67,404,416,385,446,0.47
WP_005712397.1,NZ_CP021644.1,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,553128,553976,-,Peptidase_S13,PF02113.18,1e-72,6.2e-77,1.2e-72,16,256,39,280,27,282,0.98
WP_005712395.1,NZ_CP021644.1,transcription elongation factor GreA,554096,554572,+,GreA_GreB_N,PF03449.18,1.8e-31,2.5e-35,2.4e-31,1,71,4,74,4,74,0.99
WP_005712395.1,NZ_CP021644.1,transcription elongation factor GreA,554096,554572,+,GreA_GreB,PF01272.22,1.6e-27,2.7e-31,2.7e-27,3,77,83,157,81,157,0.98
WP_026917142.1,NZ_CP021644.1,Gfo/Idh/MocA family oxidoreductase,555768,556781,-,GFO_IDH_MocA,PF01408.25,1.5e-18,2.3e-22,4.5e-18,2,120,3,134,2,134,0.85
WP_026917142.1,NZ_CP021644.1,Gfo/Idh/MocA family oxidoreductase,555768,556781,-,GFO_IDH_MocA,PF01408.25,1.5e-18,0.29,5.7e+03,47,67,274,295,250,311,0.73
WP_035493534.1,NZ_CP021644.1,DMT family transporter,556783,557700,-,EamA,PF00892.23,3.7e-21,1.7e-14,3.4e-10,11,135,17,147,11,149,0.81
WP_035493534.1,NZ_CP021644.1,DMT family transporter,556783,557700,-,EamA,PF00892.23,3.7e-21,6.5e-15,1.3e-10,3,136,163,298,161,299,0.94
WP_005712096.1,NZ_CP021644.1,ATP-binding cassette domain-containing protein,559147,559953,-,ABC_tran,PF00005.30,2.2e-36,1.5e-40,2.9e-36,3,137,39,189,37,189,0.95
WP_005712098.1,NZ_CP021644.1,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,559957,561912,-,ABC_tran,PF00005.30,8.2e-28,1.4e-31,1.3e-27,1,136,360,512,360,513,0.91
WP_005712098.1,NZ_CP021644.1,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,559957,561912,-,BPD_transp_1,PF00528.25,5.2e-22,0.79,7.8e+03,160,171,29,40,17,46,0.46
WP_005712098.1,NZ_CP021644.1,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,559957,561912,-,BPD_transp_1,PF00528.25,5.2e-22,5.3e-26,5.2e-22,1,177,100,273,96,285,0.88
WP_026916539.1,NZ_CP021644.1,ABC transporter permease,561912,562865,-,BPD_transp_1,PF00528.25,3.4e-36,1.1,1.1e+04,43,63,32,116,2,119,0.48
WP_026916539.1,NZ_CP021644.1,ABC transporter permease,561912,562865,-,BPD_transp_1,PF00528.25,3.4e-36,3.5e-40,3.4e-36,3,184,118,315,116,316,0.99
WP_026916539.1,NZ_CP021644.1,ABC transporter permease,561912,562865,-,BPD_transp_1_N,PF19300.2,1e-11,1e-15,1e-11,1,74,4,77,4,105,0.89
WP_026916539.1,NZ_CP021644.1,ABC transporter permease,561912,562865,-,BPD_transp_1_N,PF19300.2,1e-11,2,2e+04,21,28,293,300,284,310,0.50
WP_005712102.1,NZ_CP021644.1,ABC transporter substrate-binding protein,563040,564623,-,SBP_bac_5,PF00496.25,1.1e-72,7.4e-77,1.5e-72,3,366,92,447,90,456,0.87
WP_005712104.1,NZ_CP021644.1,ribonuclease HI,564855,565316,-,RNase_H,PF00075.27,1.4e-51,7.8e-56,1.5e-51,4,142,4,140,1,141,0.95
WP_005712106.1,NZ_CP021644.1,formyltetrahydrofolate deformylase,565322,566158,-,Formyl_trans_N,PF00551.22,4.5e-51,2.8e-55,5.6e-51,1,181,83,260,83,260,0.99
WP_005712108.1,NZ_CP021644.1,H-NS family nucleoid-associated regulatory protein,566254,566658,-,Histone_HNS,PF00816.24,4.1e-18,0.0038,75,20,55,18,53,6,54,0.79
WP_005712108.1,NZ_CP021644.1,H-NS family nucleoid-associated regulatory protein,566254,566658,-,Histone_HNS,PF00816.24,4.1e-18,2.1e-22,4.1e-18,4,92,39,128,32,128,0.79
WP_005712110.1,NZ_CP021644.1,Na+/H+ antiporter NhaC family protein,567168,568694,+,Na_H_antiporter,PF03553.17,6.2e-88,0.041,8.1e+02,121,165,72,122,28,128,0.71
WP_005712110.1,NZ_CP021644.1,Na+/H+ antiporter NhaC family protein,567168,568694,+,Na_H_antiporter,PF03553.17,6.2e-88,3.2e-92,6.2e-88,1,303,165,482,165,482,0.98
WP_005712112.1,NZ_CP021644.1,heme lyase CcmF/NrfE family subunit,568812,570713,+,CcmF_C,PF16327.8,9.1e-72,1.5,1.5e+04,87,195,189,292,177,309,0.46
WP_005712112.1,NZ_CP021644.1,heme lyase CcmF/NrfE family subunit,568812,570713,+,CcmF_C,PF16327.8,9.1e-72,9.3e-76,9.1e-72,8,321,322,627,312,629,0.91
WP_005712112.1,NZ_CP021644.1,heme lyase CcmF/NrfE family subunit,568812,570713,+,Cytochrom_C_asm,PF01578.23,7e-49,7.2e-53,7e-49,1,208,89,295,89,298,0.98
WP_005712112.1,NZ_CP021644.1,heme lyase CcmF/NrfE family subunit,568812,570713,+,Cytochrom_C_asm,PF01578.23,7e-49,1.1,1.1e+04,82,190,311,423,308,447,0.76
WP_005712112.1,NZ_CP021644.1,heme lyase CcmF/NrfE family subunit,568812,570713,+,Cytochrom_C_asm,PF01578.23,7e-49,0.023,2.3e+02,149,205,445,500,427,506,0.78
WP_005712115.1,NZ_CP021644.1,redoxin family protein,570710,571246,+,Redoxin,PF08534.13,5.5e-12,7.6e-16,7.5e-12,2,136,37,160,36,166,0.90
WP_005712115.1,NZ_CP021644.1,redoxin family protein,570710,571246,+,AhpC-TSA,PF00578.24,2.4e-11,3.4e-15,3.3e-11,2,123,38,153,37,154,0.87
WP_016527534.1,NZ_CP021644.1,heme lyase NrfEFG subunit NrfF,571243,571635,+,CcmH,PF03918.17,4.2e-42,2.5e-46,4.9e-42,3,123,8,129,5,130,0.92
WP_005712117.1,NZ_CP021644.1,ABC transporter ATP-binding protein,572441,573463,-,ABC_tran,PF00005.30,6.4e-35,5.4e-39,1.1e-34,1,136,19,159,19,160,0.96
WP_005712121.1,NZ_CP021644.1,iron ABC transporter permease,573465,575117,-,BPD_transp_1,PF00528.25,3.2e-12,3e-16,5.8e-12,2,182,69,263,64,266,0.80
WP_005712121.1,NZ_CP021644.1,iron ABC transporter permease,573465,575117,-,BPD_transp_1,PF00528.25,3.2e-12,0.17,3.3e+03,151,178,318,354,285,360,0.52
WP_005712121.1,NZ_CP021644.1,iron ABC transporter permease,573465,575117,-,BPD_transp_1,PF00528.25,3.2e-12,1.5e-06,0.029,16,177,364,540,354,542,0.80
WP_005712124.1,NZ_CP021644.1,Fe(3+) ABC transporter substrate-binding protein,575295,576320,-,SBP_bac_6,PF13343.9,7.4e-22,2.4e-25,1.2e-21,3,225,73,299,72,306,0.85
WP_005712124.1,NZ_CP021644.1,Fe(3+) ABC transporter substrate-binding protein,575295,576320,-,SBP_bac_1,PF01547.28,2.5e-14,5e-18,2.5e-14,9,315,35,282,29,282,0.74
WP_005712124.1,NZ_CP021644.1,Fe(3+) ABC transporter substrate-binding protein,575295,576320,-,SBP_bac_1,PF01547.28,2.5e-14,1.5,7.3e+03,119,193,309,316,289,335,0.39
WP_005712124.1,NZ_CP021644.1,Fe(3+) ABC transporter substrate-binding protein,575295,576320,-,SBP_bac_8,PF13416.9,4.1e-14,1.2e-17,5.8e-14,2,278,40,305,39,311,0.76
WP_005712124.1,NZ_CP021644.1,Fe(3+) ABC transporter substrate-binding protein,575295,576320,-,SBP_bac_11,PF13531.9,4.3e-12,1.4e-15,7.1e-12,12,225,36,285,26,286,0.87
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,CCP_MauG,PF03150.17,1.3e-51,0.026,1.7e+02,23,34,55,66,32,146,0.72
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,CCP_MauG,PF03150.17,1.3e-51,5.7e-49,3.7e-45,2,149,182,328,181,329,0.98
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,CCP_MauG,PF03150.17,1.3e-51,6.3e-06,0.041,22,79,345,426,341,459,0.66
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Haem_bd,PF14376.9,1.1e-32,1e-35,6.5e-32,3,132,17,149,15,150,0.90
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Haem_bd,PF14376.9,1.1e-32,3,2e+04,41,46,203,208,202,209,0.89
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Haem_bd,PF14376.9,1.1e-32,0.021,1.4e+02,30,49,334,354,315,360,0.75
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Cytochrom_C,PF00034.24,6.9e-18,5.3e-05,0.35,5,51,48,95,44,152,0.76
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Cytochrom_C,PF00034.24,6.9e-18,1.3e-05,0.083,10,56,194,261,184,307,0.76
WP_005712127.1,NZ_CP021644.1,cytochrome-c peroxidase,576948,578345,+,Cytochrom_C,PF00034.24,6.9e-18,1.1e-12,7.4e-09,2,91,336,452,335,453,0.91
WP_005597777.1,NZ_CP021644.1,30S ribosomal protein S15,578526,578795,-,Ribosomal_S15,PF00312.25,4.5e-36,2.6e-40,5.1e-36,1,81,8,88,8,88,0.98
WP_005712132.1,NZ_CP021644.1,sodium:proton antiporter,578927,580246,-,Na_H_Exchanger,PF00999.24,4.5e-54,4.8e-58,9.5e-54,7,380,13,416,5,417,0.85
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_3,PF13624.9,3.7e-43,9.5e-47,3.7e-43,1,162,1,165,1,165,0.98
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_3,PF13624.9,3.7e-43,0.16,6.3e+02,41,67,200,226,188,264,0.74
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_3,PF13624.9,3.7e-43,0.4,1.6e+03,45,102,244,301,242,304,0.73
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_3,PF13624.9,3.7e-43,0.75,2.9e+03,80,124,428,473,404,498,0.57
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_2,PF13623.9,8.6e-32,2.2e-35,8.6e-32,1,145,2,141,2,141,0.96
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_2,PF13623.9,8.6e-32,0.71,2.8e+03,43,67,200,224,182,264,0.73
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_2,PF13623.9,8.6e-32,0.62,2.4e+03,41,69,425,453,407,504,0.67
WP_005712135.1,NZ_CP021644.1,SurA N-terminal domain-containing protein,580438,582312,+,SurA_N_2,PF13623.9,8.6e-32,0.85,3.4e+03,54,71,478,495,467,545,0.60
